文件路径,组件类型,父组件,导入的API函数,URL,说明,来自子组件,子组件路径,导入的组件,是否有API调用
"grzx","1级路由","","queryzxdk","/yxxt/v3/xgYxBlzxdk/query","queryzxdk","studentLoan","/views/modules/yxxtOld/components/inproveInformation/studentLoan.vue","informationCollect, toRegister, primaryDormitory, militaryUniform, chooseProduct, medicalInsurance, healthInsurance, accountMigration, studentLoan, InformationConfirmation, qualificationExamination, militarySign","是"
"grzx","1级路由","","get","/platform/v3/file/attachment/get","删除数据@param {} paramsexport function remove(params) {return request({url: SYSTEM_URL() + '/file/attachment/remove',method: 'post',isLoading: true,params: params})}获取数据@param {} params","studentLoan","/views/modules/yxxtOld/components/inproveInformation/studentLoan.vue","informationCollect, toRegister, primaryDormitory, militaryUniform, chooseProduct, medicalInsurance, healthInsurance, accountMigration, studentLoan, InformationConfirmation, qualificationExamination, militarySign","是"
"grzx","1级路由","","remove","/platform/v3/file/attachment/remove","查询列表数据@param {} paramsexport function queryPageList(params) {return request({url: SYSTEM_URL() + '/file/attachment/query',method: 'post',data: params})}删除数据@param {} params","studentLoan","/views/modules/yxxtOld/components/inproveInformation/studentLoan.vue","informationCollect, toRegister, primaryDormitory, militaryUniform, chooseProduct, medicalInsurance, healthInsurance, accountMigration, studentLoan, InformationConfirmation, qualificationExamination, militarySign","是"
"grzx","1级路由","","transfer","/platform/v3/file/attachment/transfer","获取数据@param {} paramsexport function get(params) {return request({url: SYSTEM_URL() + '/file/attachment/get',method: 'get',params})}获取数据(通过ID转换为名称)@param {} params","studentLoan","/views/modules/yxxtOld/components/inproveInformation/studentLoan.vue","informationCollect, toRegister, primaryDormitory, militaryUniform, chooseProduct, medicalInsurance, healthInsurance, accountMigration, studentLoan, InformationConfirmation, qualificationExamination, militarySign","是"
"grzx","1级路由","","uploadFile","/platform/v3/file/upload","文件上传@param {} file@param {} uploadFileVo","studentLoan","/views/modules/yxxtOld/components/inproveInformation/studentLoan.vue","informationCollect, toRegister, primaryDormitory, militaryUniform, chooseProduct, medicalInsurance, healthInsurance, accountMigration, studentLoan, InformationConfirmation, qualificationExamination, militarySign","是"
"grzx","1级路由","","queryPageList","/platform/v3/file/attachment/query","查询列表数据@param {} params","studentLoan","/views/modules/yxxtOld/components/inproveInformation/studentLoan.vue","informationCollect, toRegister, primaryDormitory, militaryUniform, chooseProduct, medicalInsurance, healthInsurance, accountMigration, studentLoan, InformationConfirmation, qualificationExamination, militarySign","是"
"grzx","1级路由","","findByCategoryKey","/platform/v3/cat/type/findByCategoryKey","根据分类组键获取分类信息@param {} paramsexport function findTreeData(params) {return request({url: CAT_URL() + '/cat/type/findTreeData',method: 'get',params})}根据分类组键获取分类信息@param {} params","studentLoan","/views/modules/yxxtOld/components/inproveInformation/studentLoan.vue","informationCollect, toRegister, primaryDormitory, militaryUniform, chooseProduct, medicalInsurance, healthInsurance, accountMigration, studentLoan, InformationConfirmation, qualificationExamination, militarySign","是"
"grzx","1级路由","","savefwbl","/yxxt/v3/xgYxXsfwbl/save","savefwbl","InformationConfirmation","/views/modules/yxxtOld/components/inproveInformation/InformationConfirmation.vue","informationCollect, toRegister, primaryDormitory, militaryUniform, chooseProduct, medicalInsurance, healthInsurance, accountMigration, studentLoan, InformationConfirmation, qualificationExamination, militarySign","是"
"grzx","1级路由","","queryFwbl","/yxxt/v3/xgYxXsfwbl/query","queryFwbl","InformationConfirmation","/views/modules/yxxtOld/components/inproveInformation/InformationConfirmation.vue","informationCollect, toRegister, primaryDormitory, militaryUniform, chooseProduct, medicalInsurance, healthInsurance, accountMigration, studentLoan, InformationConfirmation, qualificationExamination, militarySign","是"
"grzx","1级路由","","getgrInfo","/yxxt/v3/xgYxXsxx/view","getgrInfo","InformationConfirmation","/views/modules/yxxtOld/components/inproveInformation/InformationConfirmation.vue","informationCollect, toRegister, primaryDormitory, militaryUniform, chooseProduct, medicalInsurance, healthInsurance, accountMigration, studentLoan, InformationConfirmation, qualificationExamination, militarySign","是"
"grzx","1级路由","","queryxgYxXsxx","/yxxt/v3/xgYxXsxx/query","queryxgYxXsxx","InformationConfirmation","/views/modules/yxxtOld/components/inproveInformation/InformationConfirmation.vue","informationCollect, toRegister, primaryDormitory, militaryUniform, chooseProduct, medicalInsurance, healthInsurance, accountMigration, studentLoan, InformationConfirmation, qualificationExamination, militarySign","是"
"grzx","1级路由","","savexgYxXsxx","/yxxt/v3/xgYxXsxx/save","savexgYxXsxx","InformationConfirmation","/views/modules/yxxtOld/components/inproveInformation/InformationConfirmation.vue","informationCollect, toRegister, primaryDormitory, militaryUniform, chooseProduct, medicalInsurance, healthInsurance, accountMigration, studentLoan, InformationConfirmation, qualificationExamination, militarySign","是"
"grzx","1级路由","","getCsypfbzBySfxn","/sfgl/v3/sfxmb/getCsypfbzBySfxn","getCsypfbzBySfxn","InformationConfirmation","/views/modules/yxxtOld/components/inproveInformation/InformationConfirmation.vue","informationCollect, toRegister, primaryDormitory, militaryUniform, chooseProduct, medicalInsurance, healthInsurance, accountMigration, studentLoan, InformationConfirmation, qualificationExamination, militarySign","是"
"grzx","1级路由","","saveAndCreate","/yxxt/v3/xgYxZgsc/saveAndCreate","saveAndCreate","qualificationExamination","/views/modules/yxxtOld/components/inproveInformation/qualificationExamination.vue","informationCollect, toRegister, primaryDormitory, militaryUniform, chooseProduct, medicalInsurance, healthInsurance, accountMigration, studentLoan, InformationConfirmation, qualificationExamination, militarySign","是"
"grzx","1级路由","","queryZgsc","/yxxt/v3/xgYxZgsc/query","queryZgsc","qualificationExamination","/views/modules/yxxtOld/components/inproveInformation/qualificationExamination.vue","informationCollect, toRegister, primaryDormitory, militaryUniform, chooseProduct, medicalInsurance, healthInsurance, accountMigration, studentLoan, InformationConfirmation, qualificationExamination, militarySign","是"
"grzx","1级路由","","get","/platform/v3/file/attachment/get","删除数据@param {} paramsexport function remove(params) {return request({url: SYSTEM_URL() + '/file/attachment/remove',method: 'post',isLoading: true,params: params})}获取数据@param {} params","qualificationExamination","/views/modules/yxxtOld/components/inproveInformation/qualificationExamination.vue","informationCollect, toRegister, primaryDormitory, militaryUniform, chooseProduct, medicalInsurance, healthInsurance, accountMigration, studentLoan, InformationConfirmation, qualificationExamination, militarySign","是"
"grzx","1级路由","","remove","/platform/v3/file/attachment/remove","查询列表数据@param {} paramsexport function queryPageList(params) {return request({url: SYSTEM_URL() + '/file/attachment/query',method: 'post',data: params})}删除数据@param {} params","qualificationExamination","/views/modules/yxxtOld/components/inproveInformation/qualificationExamination.vue","informationCollect, toRegister, primaryDormitory, militaryUniform, chooseProduct, medicalInsurance, healthInsurance, accountMigration, studentLoan, InformationConfirmation, qualificationExamination, militarySign","是"
"grzx","1级路由","","transfer","/platform/v3/file/attachment/transfer","获取数据@param {} paramsexport function get(params) {return request({url: SYSTEM_URL() + '/file/attachment/get',method: 'get',params})}获取数据(通过ID转换为名称)@param {} params","qualificationExamination","/views/modules/yxxtOld/components/inproveInformation/qualificationExamination.vue","informationCollect, toRegister, primaryDormitory, militaryUniform, chooseProduct, medicalInsurance, healthInsurance, accountMigration, studentLoan, InformationConfirmation, qualificationExamination, militarySign","是"
"grzx","1级路由","","uploadFile","/platform/v3/file/upload","文件上传@param {} file@param {} uploadFileVo","qualificationExamination","/views/modules/yxxtOld/components/inproveInformation/qualificationExamination.vue","informationCollect, toRegister, primaryDormitory, militaryUniform, chooseProduct, medicalInsurance, healthInsurance, accountMigration, studentLoan, InformationConfirmation, qualificationExamination, militarySign","是"
"grzx","1级路由","","queryPageList","/platform/v3/file/attachment/query","查询列表数据@param {} params","qualificationExamination","/views/modules/yxxtOld/components/inproveInformation/qualificationExamination.vue","informationCollect, toRegister, primaryDormitory, militaryUniform, chooseProduct, medicalInsurance, healthInsurance, accountMigration, studentLoan, InformationConfirmation, qualificationExamination, militarySign","是"
"grzx","1级路由","","findByCategoryKey","/platform/v3/cat/type/findByCategoryKey","根据分类组键获取分类信息@param {} paramsexport function findTreeData(params) {return request({url: CAT_URL() + '/cat/type/findTreeData',method: 'get',params})}根据分类组键获取分类信息@param {} params","qualificationExamination","/views/modules/yxxtOld/components/inproveInformation/qualificationExamination.vue","informationCollect, toRegister, primaryDormitory, militaryUniform, chooseProduct, medicalInsurance, healthInsurance, accountMigration, studentLoan, InformationConfirmation, qualificationExamination, militarySign","是"
"grzx","1级路由","","saveXgYxXsbydj","/yxxt/v3/xgYxXsbydj/save","saveXgYxXsbydj","militarySign","/views/modules/yxxtOld/components/inproveInformation/militarySign.vue","informationCollect, toRegister, primaryDormitory, militaryUniform, chooseProduct, medicalInsurance, healthInsurance, accountMigration, studentLoan, InformationConfirmation, qualificationExamination, militarySign","是"
"grzx","1级路由","","getXsbydj","/yxxt/v3/xgYxXsbydj/getXsbydj","getXsbydj","militarySign","/views/modules/yxxtOld/components/inproveInformation/militarySign.vue","informationCollect, toRegister, primaryDormitory, militaryUniform, chooseProduct, medicalInsurance, healthInsurance, accountMigration, studentLoan, InformationConfirmation, qualificationExamination, militarySign","是"
"grzx","1级路由","","savefwbl","/yxxt/v3/xgYxXsfwbl/save","savefwbl","militarySign","/views/modules/yxxtOld/components/inproveInformation/militarySign.vue","informationCollect, toRegister, primaryDormitory, militaryUniform, chooseProduct, medicalInsurance, healthInsurance, accountMigration, studentLoan, InformationConfirmation, qualificationExamination, militarySign","是"
"newConsulting","1级路由","","queryZxwt","/yxxt/v3/xgYxZxwt/query","queryZxwt","","","","是"
"newConsulting","1级路由","","clicksZxwt","/yxxt/v3/xgYxZxwt/clicks","clicksZxwt","","","","是"
"newConsulting","1级路由","","getZxwt","/yxxt/v3/xgYxZxwt/get","getZxwt","","","","是"
"newConsulting","1级路由","","saveZxwt","/yxxt/v3/xgYxZxwt/save","saveZxwt","","","","是"
"studentsList","1级路由","","queryZxorSyd","/yxxt/v3/xgYxXsxx/xxgx/query","queryZxorSyd","","","","是"
"studentsList","1级路由","","queryDzdjXxgx","/yxxt/v3/xgYxDzdj/xxgx/query","queryDzdjXxgx","","","","是"
"requirements","1级路由","","getinfodetail","/yxxt/v3/xgYxXxfb/get","getinfodetail","","","","是"
"requirements","1级路由","","clicksYxxx","/yxxt/v3/xgYxXxfb/clicks","clicksYxxx","","","","是"
"requirements","1级路由","","savefwbl","/yxxt/v3/xgYxXsfwbl/save","savefwbl","","","","是"
